[2024-06-22 16:29:33.202651] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-22T13:20:48.859469+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP_INFO PING *NIX', 'category': 'Misc activity'}}
[2024-06-24 09:15:47.692771] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-24T06:14:25.227565+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP_INFO PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.722772] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:34.606417+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.725877] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:35.607990+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.729192] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:33.604884+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.731141] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:32.603526+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.734337] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:30.600810+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.736562] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:31.602124+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.738267] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:29.599560+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.740235] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:28.598085+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-24 09:15:47.742481] <10.177.186.8> generate : {'dest_ip': '10.177.186.8', 'timestamp': '2024-06-24T06:14:27.596827+0000', 'dest_port': '0', 'src_port': '0', 'src_ip': '10.177.186.9', 'proto': 'ICMP', 'event_type': 'alert', 'alert': {'signature_id': '2100366', 'action': 'allowed', 'severity': '3', 'signature': 'GPL ICMP PING *NIX', 'category': 'Misc activity'}}

[2024-06-27 11:50:59.704157] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-27T08:34:32.125509+0000', 'dest_port': '22', 'src_port': '50988', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-27 11:50:59.728492] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-27T08:35:19.483656+0000', 'dest_port': '22', 'src_port': '43618', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-27 11:59:22.781473] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-27T08:58:53.402776+0000', 'dest_port': '22', 'src_port': '46048', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-27 12:02:53.581499] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-27T09:01:59.987667+0000', 'dest_port': '22', 'src_port': '48048', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-27 12:06:05.597973] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-27T09:05:15.957391+0000', 'dest_port': '22', 'src_port': '37184', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-27 16:44:38.431480] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-27T13:43:59.749944+0000', 'dest_port': '22', 'src_port': '58042', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-30 19:57:47.026076] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-30T16:57:30.361240+0000', 'dest_port': '22', 'src_port': '52366', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-30 20:59:21.251087] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-30T17:53:44.917180+0000', 'dest_port': '22', 'src_port': '37624', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-30 20:59:21.289456] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-30T17:54:30.887585+0000', 'dest_port': '22', 'src_port': '42208', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-30 20:59:21.323049] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-30T17:56:02.703585+0000', 'dest_port': '22', 'src_port': '56360', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-30 20:59:21.355010] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-30T17:56:48.583584+0000', 'dest_port': '22', 'src_port': '58376', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

[2024-06-30 21:05:25.876791] <10.177.186.5> generate : {'dest_ip': '10.177.186.5', 'timestamp': '2024-06-30T18:05:03.259620+0000', 'dest_port': '22', 'src_port': '57532', 'src_ip': '10.177.186.9', 'proto': 'TCP', 'event_type': 'alert', 'alert': {'signature_id': '2006546', 'action': 'allowed', 'severity': '1', 'signature': 'ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack', 'category': 'Attempted Administrator Privilege Gain'}}

